epochs,acc,loss,val_acc,val_loss,train_data,features_nb,loss_fct,optimizer,activation_fct,layer_nb,unit_nb,batch_size,dropout,cell_type,encoder
41,0.9984190955334215,0.0005356727124734024,0.9248044394164037,0.02798435509611815,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
42,0.9987449926106712,0.0004224277789270637,0.9255728565093435,0.02696491499114919,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
43,0.998637709732987,0.0004605658080786507,0.9272833079463478,0.028565423421570965,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
44,0.9987955977579901,0.0004127840663355334,0.9265599027333291,0.027668499069739054,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
45,0.9985790077749731,0.0004916992415490318,0.9266949383730926,0.026830452123347105,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
46,0.9987753557248579,0.00041014096268873523,0.926711014044493,0.026795725676531,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
47,0.9987389200054249,0.0004108400074349739,0.9290355561289931,0.027977254288801216,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
48,0.9987834525141975,0.0003989519736785309,0.929222033917238,0.02805940464266609,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
49,0.9987328473779786,0.0004115754879596685,0.9265309665248083,0.02801563545127133,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
50,0.998913001662918,0.00034892170110812737,0.9269778701897399,0.028076320280656833,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
51,0.998937292139403,0.0003488571513485073,0.9243575357514721,0.0296439965965619,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
52,0.9988988322247766,0.00035509771860373177,0.9259876088314742,0.02897594997791856,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
53,0.9989474131555468,0.0003347791457777409,0.9250327139502895,0.029075073150383365,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
54,0.9989393163448518,0.00034436883852205594,0.9249008934448061,0.029488285451074986,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
55,0.998945388961198,0.00034741502272014283,0.9258557883259908,0.028111266472066344,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
56,0.9990789865097159,0.0003020150908677494,0.9252802792898559,0.027491191441859183,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
57,0.9989575341938906,0.00035266396194152396,0.9255439203008228,0.028972809456908343,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
58,0.9988259608397214,0.0004053960515694321,0.9241421217547064,0.0295950961293979,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
59,0.9989919456754194,0.000360239091154809,0.9261805168882793,0.028932636881473184,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
60,0.9991295916570349,0.0002994217379026119,0.925977963428634,0.02837119487158319,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
61,0.9992490197674114,0.0002570311176636656,0.9245279378683164,0.028735158973943204,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
62,0.9991842452041513,0.000280318158184276,0.9307974497144788,0.026082653831421353,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
63,0.9991984146311925,0.00026768022280968196,0.9358194894599687,0.025287187715053793,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
64,0.9992510439839601,0.00025597183983520005,0.9269457188469391,0.028363425018876905,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
65,0.9989838488647244,0.0003460428517619632,0.9284921984356591,0.02834969457799888,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
66,0.9969636918157657,0.0010480145434651066,0.9251323831129721,0.029569986688334972,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
67,0.9991214948352398,0.0003236910369406198,0.925707892149107,0.027725438363923032,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
68,0.9991862694096,0.00028558583018686796,0.9262737557824017,0.028368773452814904,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
69,0.9991963904368438,0.0002723269985341033,0.9269103523698581,0.027094721448678746,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
70,0.9992227050965776,0.00026645853550854833,0.9255825019121837,0.02889043052213938,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
71,0.9990911317535085,0.00030293349796712096,0.9253703030496983,0.02875917125230428,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
72,0.9991842452041513,0.00027568698297376486,0.9252674187527357,0.027182066477866532,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
73,0.9991862694096,0.00028062489635759133,0.9286497400153831,0.02694689527442592,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
74,0.99920246304209,0.00027326042184978167,0.9240167315177833,0.027899785909264507,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
75,0.9985810319804219,0.0004314169380525229,0.9259715331600739,0.029274896990269233,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
76,0.9973948475763508,0.00066741869902176,0.9256178683892646,0.02957300112583838,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
77,0.9992166324802314,0.0003850678129810452,0.9256050078521444,0.02894370032216145,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
78,0.9990425508227383,0.000376550175143029,0.9257625494318684,0.028780703407503022,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
79,0.9990972043698547,0.00033544611409363947,0.9253542273782979,0.02823886784369924,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
80,0.9991984146422925,0.00028278591701137593,0.9238077477895779,0.02811609049909683,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
81,0.9991437610840761,0.000304061194087945,0.9258782942659515,0.02889066065270571,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
